  -7.3941637699998708e-03   1.2241522615636308e-03  -2.5972222510156719e-03  -5.0705828713646997e-03  -2.1023181334322807e-02
  -1.4769755466888903e-02   2.4826743046484395e-03  -5.2647386341361600e-03  -1.0270681935522106e-02  -4.2348036559928186e-02
  -2.2108280747668702e-02   3.7749761003996293e-03  -7.9985667564308627e-03  -1.5584524379841322e-02  -6.3670011946409463e-02
  -2.9391400274205896e-02   5.1004327433351567e-03  -1.0794567136768291e-02  -2.0995842994881476e-02  -8.4686134544268127e-02
  -3.6601006080692403e-02   6.4583847395088901e-03  -1.3648452872096678e-02  -2.6487951260159816e-02  -1.0510160734206041e-01
  -4.3719296588708809e-02   7.8481383262531488e-03  -1.6555799748926198e-02  -3.2043820828837950e-02  -1.2463613486068098e-01
  -5.0728849834948499e-02   9.2689658233754135e-03  -1.9512056767319753e-02  -3.7646160917124333e-02  -1.4302979109228750e-01
  -5.7612694490059013e-02   1.0720106015656773e-02  -2.2512557043155950e-02  -4.3277499091159376e-02  -1.6004826016026560e-01
  -6.4354378263584575e-02   1.2200764566471267e-02  -2.5552529053026973e-02  -4.8920262935186684e-02  -1.7548730471632240e-01
  -7.0938033309476400e-02   1.3710114462318592e-02  -2.8627108184877018e-02  -5.4556862080005715e-02  -1.8917634674217459e-01
  -7.7348438268921932e-02   1.5247296488033781e-02  -3.1731348556384979e-02  -6.0169770070063404e-02  -2.0098107871917129e-01
  -8.3571076612107317e-02   1.6811419732411292e-02  -3.4860235062147055e-02  -6.5741605551072210e-02  -2.1080505856818366e-01
  -8.9592190967757931e-02   1.8401562123952421e-02  -3.8008695609930865e-02  -7.1255212267680459e-02  -2.1859027778792881e-01
  -9.5398833158655397e-02   2.0016770996418565e-02  -4.1171613505650469e-02  -7.6693737372387868e-02  -2.2431672730119562e-01
  -1.0097890969252497e-01   2.1656063683845865e-02  -4.4343839946257950e-02  -8.2040707562454795e-02  -2.2800101822472146e-01
  -1.0632122249048147e-01   2.3318428144648254e-02  -4.7520206579460142e-02  -8.7280102580836266e-02  -2.2969414384747486e-01
  -1.1141550466928905e-01   2.5002823614413021e-02  -5.0695538089052077e-02  -9.2396425639988289e-02  -2.2947849349553148e-01
  -1.1625245122876210e-01   2.6708181286961619e-02  -5.3864664764711051e-02  -9.7374770353494455e-02  -2.2746424790616904e-01
  -1.2082374453138796e-01   2.8433405023227516e-02  -5.7022435015313129e-02  -1.0220088378960832e-01  -2.2378529874542491e-01
  -1.2512207449739760e-01   3.0177372087472683e-02  -6.0163727785220701e-02  -1.0686122529268549e-01  -2.1859484179581451e-01
  -1.2914115347472543e-01   3.1938933910342603e-02  -6.3283464833538847e-02  -1.1134302075280497e-01  -2.1206079421676652e-01
  -1.3287572577929474e-01   3.3716916878231015e-02  -6.6376622837048940e-02  -1.1563431204029474e-01  -2.0436118150774207e-01
  -1.3632157193654629e-01   3.5510123148403981e-02  -6.9438245278391986e-02  -1.1972400136006134e-01  -1.9567962998055075e-01
  -1.3947550768978823e-01   3.7317331489306889e-02  -7.2463454082092454e-02  -1.2360189032019360e-01  -1.8620108645452760e-01
  -1.4233537787454403e-01   3.9137298145453366e-02  -7.5447460962178373e-02  -1.2725871354991708e-01  -1.7610786943910867e-01
  -1.4490004529032038e-01   4.0968757726273966e-02  -7.8385578446452414e-02  -1.3068616674324879e-01  -1.6557613625269577e-01
  -1.4716937473188457e-01   4.2810424118277082e-02  -8.1273230543907213e-02  -1.3387692904623541e-01  -1.5477282935637171e-01
  -1.4914421237100206e-01   4.4660991419852261e-02  -8.4105963023337921e-02  -1.3682467974715906e-01  -1.4385314363869917e-01
  -1.5082636070643676e-01   4.6519134898025859e-02  -8.6879453272881366e-02  -1.3952410927009731e-01  -1.3295853538200003e-01
  -1.5221854932467238e-01   4.8383511966455614e-02  -8.9589519712000062e-02  -1.4197092451248877e-01  -1.2221527396849372e-01
  -1.5332440173612946e-01   5.0252763183929162e-02  -9.2232130729313147e-02  -1.4416184860645878e-01  -1.1173351970497222e-01
  -1.5414839857148629e-01   5.2125513272613673e-02  -9.4803413121654176e-02  -1.4609461522134282e-01  -1.0160689595932021e-01
  -1.5469583743995308e-01   5.4000372155281001e-02  -9.7299660011790759e-02  -1.4776795756077230e-01  -9.1912511449245393e-02
  -1.5497278976593490e-01   5.5875936010714479e-02  -9.9717338224371121e-02  -1.4918159224161007e-01  -8.2711379178656952e-02
  -1.5498605493237452e-01   5.7750788346486344e-02  -1.0205309510184561e-01  -1.5033619827368683e-01  -7.4049172203570310e-02
  -1.5474311206817890e-01   5.9623501088274106e-02  -1.0430376474435370e-01  -1.5123339138845299e-01  -6.5957253014805622e-02
  -1.5425206982348694e-01   6.1492635684867694e-02  -1.0646637365983946e-01  -1.5187569399116818e-01  -5.8453912622688418e-02
  -1.5352161448017307e-01   6.3356744228004469e-02  -1.0853814581296399e-01  -1.5226650103491479e-01  -5.1545757104059564e-02
  -1.5256095674591813e-01   6.5214370586148707e-02  -1.1051650706370750e-01  -1.5241004213540116e-01  -4.5229183045994874e-02
  -1.5137977757852231e-01   6.7064051551322681e-02  -1.1239908898888129e-01  -1.5231134026317039e-01  -3.9491888579116508e-02
  -1.4998817338294182e-01   6.8904317998074657e-02  -1.1418373208209884e-01  -1.5197616736429792e-01  -3.4314373109563839e-02
  -1.4839660091693868e-01   7.0733696053663975e-02  -1.1586848833006747e-01  -1.5141099727201462e-01  -2.9671386015774018e-02
  -1.4661582223234831e-01   7.2550708278519935e-02  -1.1745162316534702e-01  -1.5062295627981523e-01  -2.5533292085331956e-02
  -1.4465684996796868e-01   7.4353874856028623e-02  -1.1893161679798861e-01  -1.4961977175163801e-01  -2.1867328981683896e-02
  -1.4253089329708490e-01   7.6141714790683795e-02  -1.2030716493066393e-01  -1.4840971914659890e-01  -1.8638739255934320e-02
  -1.4024930481785927e-01   7.7912747113628375e-02  -1.2157717886407014e-01  -1.4700156783467716e-01  -1.5811766118689556e-02
  -1.3782352865842581e-01   7.9665492094605356e-02  -1.2274078500148462e-01  -1.4540452607573479e-01  -1.3350508184275337e-02
  -1.3526505005069187e-01   8.1398472459323370e-02  -1.2379732376337324e-01  -1.4362818552749337e-01  -1.1219633576485715e-02
  -1.3258534660782201e-01   8.3110214611240144e-02  -1.2474634792491765e-01  -1.4168246563870832e-01  -9.3849580776024736e-03
  -1.2979584152028606e-01   8.4799249856750844e-02  -1.2558762039118163e-01  -1.3957755827193655e-01  -7.8138953953636146e-03
  -1.2690785886447825e-01   8.6464115632770414e-02  -1.2632111142641614e-01  -1.3732387288622974e-01  -6.4757901412402976e-03
  -1.2393258119638942e-01   8.8103356735685201e-02  -1.2694699535568629e-01  -1.3493198259394404e-01  -5.3421458157133055e-03
  -1.2088100958090339e-01   8.9715526550651001e-02  -1.2746564675856620e-01  -1.3241257138789742e-01  -4.3867610642194799e-03
  -1.1776392618512839e-01   9.1299188280204266e-02  -1.2787763617611858e-01  -1.2977638281553425e-01  -3.5857877990313086e-03
  -1.1459185954200410e-01   9.2852916171154237e-02  -1.2818372535373326e-01  -1.2703417035581238e-01  -2.9177245840427304e-03
  -1.1137505256840503e-01   9.4375296738719250e-02  -1.2838486204361435e-01  -1.2419664973242464e-01  -2.3633580598326036e-03
  -1.0812343340025747e-01   9.5864929986868880e-02  -1.2848217439184470e-01  -1.2127445337399582e-01  -1.9056642507544303e-03
  -1.0484658908598787e-01   9.7320430623833887e-02  -1.2847696493592886e-01  -1.1827808720820580e-01  -1.5296804420136200e-03
  -1.0155374215905254e-01   9.8740429271743535e-02  -1.2837070423958916e-01  -1.1521788995269722e-01  -1.2223570301873664e-03
  -9.8253730090521949e-02   1.0012357366935645e-01  -1.2816502419233483e-01  -1.1210399504130654e-01  -9.7239741058311032e-04
  -9.4954987603811131e-02   1.0146852986684299e-01  -1.2786171100192764e-01  -1.0894629529983887e-01  -7.7009263121625992e-04
  -9.1665531815799423e-02   1.0277398341159165e-01  -1.2746269790836701e-01  -1.0575441046150459e-01  -6.0715626478216687e-04
  -8.8392950151838096e-02   1.0403864052400888e-01  -1.2697005764837210e-01  -1.0253765758844174e-01  -4.7656376292915529e-04
  -8.5144390966611166e-02   1.0526122926228450e-01  -1.2638599469957479e-01  -9.9305024442635448e-02  -3.7239948598580199e-04
  -8.1926556788533847e-02   1.0644050067510698e-01  -1.2571283733375938e-01  -9.6065145827218923e-02  -2.8971366049183211e-04
  -7.8745700092434923e-02   1.0757522994131358e-01  -1.2495302950846730e-01  -9.2826282897692458e-02  -2.2439071231452137e-04
  -7.5607621493666413e-02   1.0866421749546891e-01  -1.2410912262617214e-01  -8.9596305422234179e-02  -1.7302975379057437e-04
  -7.2517670246581678e-02   1.0970629013837559e-01  -1.2318376718998436e-01  -8.6382676951070020e-02  -1.3283746292202828e-04
  -6.9480746921512349e-02   1.1070030213152691e-01  -1.2217970438449799e-01  -8.3192442836947600e-02  -1.0153317108901939e-04
  -6.6501308126950626e-02   1.1164513627452231e-01  -1.2109975760993762e-01  -8.0032221032202824e-02  -7.7265660482319824e-05
  -6.3583373137607119e-02   1.1253970496447824e-01  -1.1994682399720397e-01  -7.6908195572784555e-02  -5.8540949642834325e-05
  -6.0730532284322271e-02   1.1338295123647556e-01  -1.1872386593076807e-01  -7.3826112645973510e-02  -4.4160200870598235e-05
  -5.7945956958438377e-02   1.1417384978410119e-01  -1.1743390260561162e-01  -7.0791279126413975e-02  -3.3166802909107975e-05
  -5.5232411081131999e-02   1.1491140795915059e-01  -1.1608000164359078e-01  -6.7808563454524851e-02  -2.4801653160033457e-05
  -5.2592263887321286e-02   1.1559466674957349e-01  -1.1466527079367438e-01  -6.4882398722326901e-02  -1.8465673894772349e-05
  -5.0027503874017103e-02   1.1622270173476450e-01  -1.1319284973954721e-01  -6.2016787824258235e-02  -1.3688636088202786e-05
  -4.7539753764334898e-02   1.1679462401730463e-01  -1.1166590203699321e-01  -5.9215310524574953e-02  -1.0103423709996896e-05
  -4.5130286340729006e-02   1.1730958113028901e-01  -1.1008760720237794e-01  -5.6481132288459794e-02  -7.4249431863481454e-06
  -4.2800041004287949e-02   1.1776675791938744e-01  -1.0846115297237820e-01  -5.3817014720898157e-02  -5.4329613444406594e-06
  -4.0549640921050449e-02   1.1816537739879764e-01  -1.0678972775389187e-01  -5.1225327455701387e-02  -3.9582358427019149e-06
  -3.8379410621176252e-02   1.1850470158028156e-01  -1.0507651328180659e-01  -4.8708061336672992e-02  -2.8713814043860577e-06
  -3.6289393922359303e-02   1.1878403227448267e-01  -1.0332467750101677e-01  -4.6266842733760902e-02  -2.0739906407109803e-06
  -3.4279372055001756e-02   1.1900271186375164e-01  -1.0153736768776186e-01  -4.3902948839029059e-02  -1.4915982340352306e-06
  -3.2348881873298818e-02   1.1916012404572077e-01  -9.9717703824014334e-02  -4.1617323790328037e-02  -1.0681407842568887e-06
  -3.0497234043427506e-02   1.1925569454689884e-01  -9.7868772237303989e-02  -3.9410595474558295e-02  -7.6162126065446517e-07
  -2.8723531107399086e-02   1.1928889180556881e-01  -9.5993619516985457e-02  -3.7283092867295822e-02  -5.4073670021416879e-07
  -2.7026685328752142e-02   1.1925922762330600e-01  -9.4095246716606171e-02  -3.5234863771207131e-02  -3.8227079007882155e-07
  -2.5405436234044804e-02   1.1916625778444748e-01  -9.2176603850659095e-02  -3.3265692822001043e-02  -2.6908969637987897e-07
  -2.3858367771981775e-02   1.1900958264287420e-01  -9.0240584692658082e-02  -3.1375119637571128e-02  -1.8861050259719856e-07
  -2.2383925019910485e-02   1.1878884767549100e-01  -8.8290021880126440e-02  -2.9562456993358140e-02  -1.3163750594169775e-07
  -2.0980430375278983e-02   1.1850374400181481e-01  -8.6327682330781252e-02  -2.7826808914732243e-02  -9.1483014713333373e-08
  -1.9646099177404522e-02   1.1815400886910704e-01  -8.4356262972884344e-02  -2.6167088585249187e-02  -6.3306802931202620e-08
  -1.8379054712496987e-02   1.1773942610251209e-01  -8.2378386791480809e-02  -2.4582035977900797e-02  -4.3622584517766140e-08
  -1.7177342562273420e-02   1.1725982651969379e-01  -8.0396599190996620e-02  -2.3070235124863992e-02  -2.9931292592747362e-08
  -1.6038944263635644e-02   1.1671508830948875e-01  -7.8413364673481464e-02  -2.1630130949680089e-02  -2.0450058714109486e-08
  -1.4961790253730525e-02   1.1610513737411957e-01  -7.6431063830619872e-02  -2.0260045594192897e-02  -1.3912992813759454e-08
  -1.3943772081232569e-02   1.1542994763454577e-01  -7.4451990646521804e-02  -1.8958194180869924e-02  -9.4255207744478852e-09
  -1.2982753870857261e-02   1.1468954129855777e-01  -7.2478350107237910e-02  -1.7722699959268114e-02  -6.3584431320974313e-09
  -1.2076583033905894e-02   1.1388398909124200e-01  -7.0512256111928032e-02  -1.6551608793320547e-02  -4.2712864023390394e-09
  -1.1223100223039722e-02   1.1301341044748765e-01  -6.8555729679640631e-02  -1.5442902953772392e-02  -2.8571356319242898e-09
  -1.0420148534473317e-02   1.1207797366622375e-01  -6.6610697444754161e-02  -1.4394514187431037e-02  -1.9031326381449358e-09
  -9.6655819653515534e-03   1.1107789602611559e-01  -6.4678990433264125e-02  -1.3404336041884412e-02  -1.2623362183035524e-09
  -8.9572731382306110e-03   1.1001344386247229e-01  -6.2762343111302077e-02  -1.2470235430949559e-02  -8.3377821217367460e-10
  -8.2931203083191525e-03   1.0888493260515619e-01  -6.0862392696519357e-02  -1.1590063432314014e-02  -5.4839976766071730e-10
  -7.6710536724551781e-03   1.0769272677730939e-01  -5.8980678722280348e-02  -1.0761665314607399e-02  -3.5918392326350150e-10
  -7.0890410017043371e-03   1.0643723995475098e-01  -5.7118642843971057e-02  -9.9828897964744558e-03  -2.3426698777915772e-10
  -6.5450926219752514e-03   1.0511893468592458e-01  -5.5277628876151126e-02  -9.2515975451023420e-03  -1.5215335144884228e-10
  -6.0372657691721843e-03   1.0373832237231501e-01  -5.3458883048751446e-02  -8.5656689260833144e-03  -9.8407865340883225e-11
  -5.5636683471558665e-03   1.0229596310927633e-01  -5.1663554470049639e-02  -7.9230110204661086e-03  -6.3380779301949948e-11
  -5.1224621181802455e-03   1.0079246548725500e-01  -4.9892695783737728e-02  -7.3215639283694470e-03  -4.0650548929625803e-11
  -4.7118653565329802e-03   9.9228486353420145e-02  -4.8147264007029830e-02  -6.7593063816079680e-03  -2.5963181926233744e-11
  -4.3301549968497834e-03   9.7604730533743703e-02  -4.6428121536441984e-02  -6.2342606904255806e-03  -1.6513291705682411e-11
  -3.9756683090209381e-03   9.5921950515611948e-02  -4.4736037307604400e-02  -5.7444970516556627e-03  -1.0459120864467127e-11
  -3.6468041317797490e-03   9.4180946091076120e-02  -4.3071688095244573e-02  -5.2881372474492287e-03  -6.5969630137226443e-12
  -3.3420236969842472e-03   9.2382563960889647e-02  -4.1435659939292560e-02  -4.8633577651513490e-03  -4.1436378262211329e-12
  -3.0598510762920991e-03   9.0527697299505924e-02  -3.9828449682922831e-02  -4.4683923699788070e-03  -2.5918503534077482e-12
  -2.7988732814110445e-03   8.8617285281245683e-02  -3.8250466608233120e-02  -4.1015341628832889e-03  -1.6144699357851955e-12
  -2.5577400484016388e-03   8.6652312567880085e-02  -3.6702034155191618e-02  -3.7611371563954065e-03  -1.0014825982820783e-12
  -2.3351633356386080e-03   8.4633808757899318e-02  -3.5183391709436095e-02  -3.4456174013579948e-03  -6.1865958965836108e-13
  -2.1299165640213716e-03   8.2562847797778713e-02  -3.3694696444491107e-02  -3.1534536972969850e-03  -3.8058920863474246e-13
  -1.9408336268833442e-03   8.0440547355578512e-02  -3.2236025203968253e-02  -2.8831879187671511e-03  -2.3316268113253204e-13
  -1.7668076958016106e-03   7.8268068157250806e-02  -3.0807376409340441e-02  -2.6334249893715756e-03  -1.4225283304789839e-13
  -1.6067898471711533e-03   7.6046613286057121e-02  -2.9408671978908306e-02  -2.4028325343099545e-03  -8.6429814443178269e-14
  -1.4597875329973591e-03   7.3777427445532326e-02  -2.8039759243622495e-02  -2.1901402412844687e-03  -5.2295997212429226e-14
  -1.3248629178908848e-03   7.1461796186461118e-02  -2.6700412845472317e-02  -1.9941389584012419e-03  -3.1512073298531954e-14
  -1.2011311027351529e-03   6.9101045098364705e-02  -2.5390336604195696e-02  -1.8136795563727397e-03  -1.8909958603411034e-14
  -1.0877582539483112e-03   6.6696538966028229e-02  -2.4109165338107804e-02  -1.6476715808669056e-03  -1.1300840017371392e-14
  -9.8395965569083102e-04   6.4249680891625471e-02  -2.2856466624874741e-02  -1.4950817192801334e-03  -6.7257196546779657e-15
  -8.8899770078393282e-04   6.1761911383031838e-02  -2.1631742488074982e-02  -1.3549321045474496e-03  -3.9863565784316548e-15
  -8.0217983451033321e-04   5.9234707408944674e-02  -2.0434430995382745e-02  -1.2262984768563407e-03  -2.3530132912951145e-15
  -7.2285646387230181e-04   5.6669581421456658e-02  -1.9263907754176007e-02  -1.1083082223110740e-03  -1.3831993332475942e-15
  -6.5041884328525005e-04   5.4068080346762915e-02  -1.8119487290302806e-02  -1.0001383057103110e-03  -8.0976474929791596e-16
  -5.8429694609035178e-04   5.1431784544702971e-02  -1.7000424295637567e-02  -9.0101311265676932e-04  -4.7211519401353086e-16
  -5.2395732967510614e-04   4.8762306737872844e-02  -1.5905914729905702e-02  -8.1020221421681431e-04  -2.7412750145048435e-16
  -4.6890100039391225e-04   4.6061290911067851e-02  -1.4835096762052804e-02  -7.2701806529029786e-04  -1.5851666532314353e-16
  -4.1866128287655499e-04   4.3330411181840757e-02  -1.3787051536173645e-02  -6.5081364573207293e-04  -9.1288674786964826e-17
  -3.7280169669287892e-04   4.0571370642990198e-02  -1.2760803746686337e-02  -5.8098005108075793e-04  -5.2357468403873394e-17
